Date,Sales Value,Type of Sales
2013-10-01,247838.69,Historical
2013-11-01,267621.76,Historical
2013-12-01,293310.51,Historical
2014-01-01,313251.78,Historical
2014-02-01,282994.03,Historical
2014-03-01,305551.53,Historical
2014-04-01,287285.85,Historical
2014-05-01,342164.18,Historical
2014-06-01,297815.95,Historical
2014-07-01,301320.2,Historical
2014-08-01,282879.16,Historical
2014-09-01,233093.98,Historical
2014-10-01,270242.72,Historical
2014-11-01,264303.12,Historical
2014-12-01,266370.27,Historical
2015-01-01,271191.56,Historical
2015-02-01,276629.49,Historical
2015-03-01,333541.4,Historical
2015-04-01,263146.33,Historical
2015-05-01,320711.47,Historical
2015-06-01,333887.7,Historical
2015-07-01,323541.26,Historical
2015-08-01,290593.65,Historical
2015-09-01,258010.37,Historical
2015-10-01,266194.03,Historical
2015-11-01,289354.24,Historical
2015-12-01,263931.33,Historical
2012-03-01,337171.23,Historical
2012-04-01,312801.36,Historical
2012-05-01,381720.9,Historical
2012-06-01,353070.76,Historical
2012-07-01,350294.6,Historical
2012-08-01,308071.89,Historical
2012-09-01,266533.23,Historical
2012-10-01,260106.95,Historical
2012-11-01,273578.01,Historical
2012-12-01,266967.34,Historical
2013-01-01,251693.18,Historical
2013-02-01,242177.67,Historical
2013-03-01,280859.73,Historical
2013-04-01,277503.32,Historical
2013-05-01,293469.82,Historical
2013-06-01,291030.25,Historical
2013-07-01,299320.89,Historical
2013-08-01,251993.31,Historical
2013-09-01,236843.08,Historical
2013-10-01,226829.56,Historical
2013-11-01,254864.51,Historical
2013-12-01,270333.71,Historical
2014-01-01,293039.32,Historical
2014-02-01,212527.1,Historical
2014-03-01,244672.6,Historical
2014-04-01,246112.26,Historical
2014-05-01,281012.08,Historical
2014-06-01,259923.27,Historical
2014-07-01,255990.38,Historical
2014-08-01,217158.89,Historical
2014-09-01,181992.17,Historical
2014-10-01,202100.79,Historical
2014-11-01,194252.66,Historical
2014-12-01,193080.75,Historical
2015-01-01,244678.6,Historical
2015-02-01,245417.42,Historical
2015-03-01,315550.14,Historical
2015-04-01,290877.87,Historical
2015-05-01,343768.41,Historical
2015-06-01,361910.85,Historical
2015-07-01,331220.53,Historical
2015-08-01,295793.24,Historical
2015-09-01,269452.36,Historical
2015-10-01,264982.83,Historical
2015-11-01,284322.6,Historical
2015-12-01,268241.95,Historical
2012-03-01,434186.17,Historical
2012-04-01,413665.45,Historical
2012-05-01,470167.81,Historical
2012-06-01,492371.22,Historical
2012-07-01,492117.81,Historical
2012-08-01,425825.22,Historical
2012-09-01,375249.27,Historical
2012-10-01,348622.61,Historical
2012-11-01,373975.62,Historical
2012-12-01,405309.78,Historical
2013-01-01,324946.87,Historical
2013-02-01,325464.28,Historical
2013-03-01,380505.13,Historical
2013-04-01,350182.5,Historical
2013-05-01,371356.94,Historical
2013-06-01,396439.53,Historical
2013-07-01,440297.57,Historical
2013-08-01,357014.55,Historical
2013-09-01,342721.98,Historical
2013-10-01,309452.71,Historical
2013-11-01,344593.56,Historical
2013-12-01,379447.57,Historical
2014-01-01,365474.7,Historical
2014-02-01,328854.99,Historical
2014-03-01,367887.92,Historical
2014-04-01,347413.5,Historical
2014-05-01,411672.43,Historical
2014-06-01,386151.17,Historical
2014-07-01,385160.91,Historical
2014-08-01,336161.18,Historical
2014-09-01,288246.28,Historical
2014-10-01,281633,Historical
2014-11-01,294435.53,Historical
2014-12-01,307018.34,Historical
2015-01-01,333652.1,Historical
2015-02-01,331815.5,Historical
2015-03-01,425018.56,Historical
2015-04-01,316098.69,Historical
2015-05-01,391734.16,Historical
2015-06-01,405187.24,Historical
2015-07-01,413432.07,Historical
2015-08-01,374229.83,Historical
2015-09-01,318031.24,Historical
2015-10-01,323771.04,Historical
2015-11-01,351922.78,Historical
2015-12-01,344206.91,Historical
2012-03-01,333842.28,Historical
2012-04-01,328848.78,Historical
2012-05-01,381117.59,Historical
2012-06-01,370475.71,Historical
2012-07-01,365596.44,Historical
2012-08-01,324588.15,Historical
2012-09-01,275628.15,Historical
2012-10-01,264238,Historical
2012-11-01,280387.34,Historical
2012-12-01,277038.94,Historical
2013-01-01,258667.91,Historical
2013-02-01,215441.3,Historical
2013-03-01,250978.93,Historical
2013-04-01,252857.52,Historical
2013-05-01,271329.65,Historical
2013-06-01,293156.01,Historical
2013-07-01,316453.51,Historical
2013-08-01,256189.21,Historical
2013-09-01,228608.71,Historical
2013-10-01,207524.68,Historical
2013-11-01,224029.36,Historical
2013-12-01,232552.22,Historical
2014-01-01,226176.67,Historical
2014-02-01,223034.61,Historical
2014-03-01,239327.69,Historical
2014-04-01,242046.65,Historical
2014-05-01,283972.87,Historical
2014-06-01,264274.3,Historical
2014-07-01,255294.37,Historical
2014-08-01,218935.89,Historical
2014-09-01,179445.76,Historical
2014-10-01,207623.45,Historical
2014-11-01,193869.17,Historical
2014-12-01,199922.68,Historical
2015-01-01,208248.45,Historical
2015-02-01,209006.66,Historical
2015-03-01,261928.88,Historical
2015-04-01,246564.76,Historical
2015-05-01,306540.9,Historical
2015-06-01,313617.17,Historical
2015-07-01,261895.35,Historical
2015-08-01,226447.69,Historical
2015-09-01,209350.37,Historical
2015-10-01,200395.31,Historical
2015-11-01,223501.23,Historical
2015-12-01,215445.72,Historical
2012-03-01,272054.82,Historical
2012-04-01,285151.62,Historical
2012-05-01,298714.8,Historical
2012-06-01,310286.28,Historical
2012-07-01,326367.28,Historical
2012-08-01,313049.76,Historical
2012-09-01,268459.45,Historical
2012-10-01,254401.38,Historical
2012-11-01,250089.72,Historical
2012-12-01,241940.06,Historical
2013-01-01,226535.92,Historical
2013-02-01,222273,Historical
2013-03-01,252261.9,Historical
2013-04-01,228241.91,Historical
2013-05-01,247291.37,Historical
2013-06-01,263024.7,Historical
2013-07-01,282412.54,Historical
2013-08-01,250687.03,Historical
2013-09-01,238184.5,Historical
2013-10-01,218834.62,Historical
2013-11-01,216490.94,Historical
2013-12-01,218153.28,Historical
2014-01-01,197573.68,Historical
2014-02-01,180090.47,Historical
2014-03-01,201492.92,Historical
2014-04-01,216691.82,Historical
2014-05-01,270425.48,Historical
2014-06-01,284741.15,Historical
2014-07-01,338868.47,Historical
2014-08-01,318190.5,Historical
2014-09-01,264996.52,Historical
2014-10-01,282279.44,Historical
2014-11-01,269672.48,Historical
2014-12-01,258974.44,Historical
2015-01-01,213983.24,Historical
2015-02-01,203777.73,Historical
2015-03-01,247796.57,Historical
2015-04-01,227211.7,Historical
2015-05-01,265109.07,Historical
2015-06-01,275633.9,Historical
2015-07-01,282755.51,Historical
2015-08-01,260175.74,Historical
2015-09-01,219433.43,Historical
2015-10-01,222598.9,Historical
2015-11-01,223468.31,Historical
2015-12-01,180857.02,Historical
2012-03-01,262053.13,Historical
2012-04-01,260001.57,Historical
2012-05-01,294237.13,Historical
2012-06-01,289686.6,Historical
2012-07-01,291183.86,Historical
2012-08-01,271223.35,Historical
2012-09-01,238541.46,Historical
2012-10-01,235059.49,Historical
2012-11-01,247781.93,Historical
2012-12-01,253784.02,Historical
2013-01-01,231078.96,Historical
2013-02-01,225542.46,Historical
2013-03-01,256615.7,Historical
2013-04-01,234926.7,Historical
2013-05-01,254076.27,Historical
2013-06-01,261348.14,Historical
2013-07-01,272550.01,Historical
2013-08-01,223240.74,Historical
2013-09-01,209667.02,Historical
2013-10-01,172835.93,Historical
2013-11-01,183674.27,Historical
2013-12-01,212680.84,Historical
2014-01-01,237236.14,Historical
2014-02-01,227428.09,Historical
2014-03-01,252484.82,Historical
2014-04-01,235263.63,Historical
2014-05-01,270774.86,Historical
2014-06-01,251635.16,Historical
2014-07-01,243400.7,Historical
2014-08-01,224636.14,Historical
2014-09-01,195194.09,Historical
2014-10-01,206682.36,Historical
2014-11-01,213632.03,Historical
2014-12-01,215821.05,Historical
2015-01-01,204137.73,Historical
2015-02-01,228566.87,Historical
2015-03-01,277063.12,Historical
2015-04-01,237321.9,Historical
2015-05-01,250224.34,Historical
2015-06-01,255664.99,Historical
2015-07-01,256154.62,Historical
2015-08-01,227343.17,Historical
2015-09-01,212345.2,Historical
2015-10-01,209941.98,Historical
2015-11-01,225723.65,Historical
2015-12-01,221921.67,Historical
2012-03-01,378490.05,Historical
2012-04-01,375909.66,Historical
2012-05-01,425808.9,Historical
2012-06-01,428037.92,Historical
2012-07-01,436012.96,Historical
2012-08-01,377659.41,Historical
2012-09-01,328536.4,Historical
2012-10-01,317528.5,Historical
2012-11-01,336195.79,Historical
2012-12-01,336717.16,Historical
2013-01-01,312877.91,Historical
2013-02-01,309757.18,Historical
2013-03-01,357821.69,Historical
2013-04-01,329645.93,Historical
2013-05-01,354425.13,Historical
2013-06-01,383892.35,Historical
2013-07-01,430140.13,Historical
2013-08-01,357655.13,Historical
2013-09-01,338831.31,Historical
2013-10-01,299263.42,Historical
2013-11-01,319523.49,Historical
2013-12-01,327668.43,Historical
2014-01-01,350283.2,Historical
2014-02-01,330444.55,Historical
2014-03-01,359585.7,Historical
2014-04-01,335885.05,Historical
2014-05-01,409467.3,Historical
2014-06-01,369747.75,Historical
2014-07-01,363346.75,Historical
2014-08-01,332675.85,Historical
2014-09-01,283891.82,Historical
2014-10-01,298884.09,Historical
2014-11-01,288635.93,Historical
2014-12-01,260285.25,Historical
2015-01-01,312329.72,Historical
2015-02-01,316898.77,Historical
2015-03-01,385959.83,Historical
2015-04-01,322603.94,Historical
2015-05-01,390548.45,Historical
2015-06-01,419668.86,Historical
2015-07-01,417987.74,Historical
2015-08-01,362284.45,Historical
2015-09-01,321302.97,Historical
2015-10-01,316967.62,Historical
2015-11-01,359510.02,Historical
2015-12-01,318537.54,Historical
2012-03-01,370700.65,Historical
2012-04-01,349104,Historical
2012-05-01,411781.44,Historical
2012-06-01,398199.43,Historical
2012-07-01,388801.07,Historical
2012-08-01,369201.98,Historical
2012-09-01,265766.03,Historical
2012-10-01,262491.79,Historical
2012-11-01,263029.93,Historical
2012-12-01,264396.13,Historical
2013-01-01,248513.64,Historical
2013-02-01,238836.71,Historical
2013-03-01,277756.9,Historical
2013-04-01,255987.53,Historical
2013-05-01,267471.21,Historical
2013-06-01,290194.85,Historical
2013-07-01,316322.01,Historical
2013-08-01,266448.92,Historical
2013-09-01,248057.63,Historical
2013-10-01,216173.37,Historical
2013-11-01,232669.83,Historical
2013-12-01,240109.38,Historical
2014-01-01,252483.96,Historical
2014-02-01,235284.97,Historical
2014-03-01,249936.71,Historical
2014-04-01,240138.2,Historical
2014-05-01,273144.87,Historical
2014-06-01,270557.02,Historical
2014-07-01,265715.2,Historical
2014-08-01,235202.28,Historical
2014-09-01,199420.59,Historical
2014-10-01,211392.42,Historical
2014-11-01,204284.56,Historical
2014-12-01,206347.1,Historical
2015-01-01,225404.17,Historical
2015-02-01,224058.9,Historical
2015-03-01,269692.46,Historical
2015-04-01,243273.09,Historical
2015-05-01,289231.95,Historical
2015-06-01,301086.14,Historical
2015-07-01,292983.8,Historical
2015-08-01,258825.77,Historical
2015-09-01,233167.56,Historical
2015-10-01,222217.58,Historical
2015-11-01,242198.37,Historical
2015-12-01,219716.51,Historical
2012-03-01,318802.96,Historical
2012-04-01,271275.27,Historical
2012-05-01,346370.27,Historical
2012-06-01,333199.4,Historical
2012-07-01,315219.05,Historical
2012-08-01,293796.31,Historical
2012-09-01,236442.84,Historical
2012-10-01,245439.83,Historical
2012-11-01,241944.88,Historical
2012-12-01,177948.23,Historical
2013-01-01,157922.72,Historical
2013-02-01,156403.39,Historical
2013-03-01,189870.89,Historical
2013-04-01,193074.52,Historical
2013-05-01,202887.01,Historical
2013-06-01,215223.64,Historical
2013-07-01,242307.56,Historical
2013-08-01,194981.61,Historical
2013-09-01,227954.47,Historical
2013-10-01,198434.3,Historical
2013-11-01,207266.92,Historical
2013-12-01,225967.84,Historical
2014-01-01,246492.42,Historical
2014-02-01,230517.41,Historical
2014-03-01,255112.04,Historical
2014-04-01,260017.61,Historical
2014-05-01,297718.84,Historical
2014-06-01,289273.59,Historical
2014-07-01,269207.31,Historical
2014-08-01,225043.34,Historical
2014-09-01,186191.37,Historical
2014-10-01,211103.49,Historical
2014-11-01,207056.1,Historical
2014-12-01,214557.19,Historical
2015-01-01,207521.26,Historical
2015-02-01,206363.88,Historical
2015-03-01,253757.13,Historical
2015-04-01,222215.74,Historical
2015-05-01,292381.26,Historical
2015-06-01,305195.79,Historical
2015-07-01,296289.43,Historical
2015-08-01,260280.88,Historical
2015-09-01,221737.82,Historical
2015-10-01,218016.56,Historical
2015-11-01,231669.86,Historical
2015-12-01,211376.13,Historical
2012-03-01,451817.18,Historical
2012-04-01,436701.53,Historical
2012-05-01,503157.17,Historical
2012-06-01,504984.8,Historical
2012-07-01,506347.16,Historical
2012-08-01,464200.87,Historical
2012-09-01,391752.14,Historical
2012-10-01,371890.99,Historical
2012-11-01,367458.88,Historical
2012-12-01,374021.75,Historical
2013-01-01,366387.96,Historical
2013-02-01,354291.56,Historical
2013-03-01,390158.92,Historical
2013-04-01,376295.41,Historical
2013-05-01,392399.84,Historical
2013-06-01,435581.66,Historical
2013-07-01,470607.23,Historical
2013-08-01,404436.11,Historical
2013-09-01,374149.56,Historical
2013-10-01,341223.87,Historical
2013-11-01,355205.11,Historical
2013-12-01,370036.57,Historical
2014-01-01,393217.72,Historical
2014-02-01,375001.8,Historical
2014-03-01,406907.37,Historical
2014-04-01,382998.78,Historical
2014-05-01,432279.35,Historical
2014-06-01,438407.93,Historical
2014-07-01,417338.43,Historical
2014-08-01,387711.23,Historical
2014-09-01,327078.88,Historical
2014-10-01,349532.54,Historical
2014-11-01,349883.81,Historical
2014-12-01,337811.52,Historical
2015-01-01,350678.42,Historical
2015-02-01,348229.75,Historical
2015-03-01,421828.56,Historical
2015-04-01,386563.16,Historical
2015-05-01,444062.78,Historical
2015-06-01,482375.02,Historical
2015-07-01,468248.48,Historical
2015-08-01,409954.1,Historical
2015-09-01,368547.86,Historical
2015-10-01,354609.64,Historical
2015-11-01,383814.28,Historical
2015-12-01,356279.28,Historical
2012-03-01,367682.24,Historical
2012-04-01,366288.04,Historical
2012-05-01,411959.93,Historical
2012-06-01,410568.21,Historical
2012-07-01,405869.4,Historical
2012-08-01,353536.03,Historical
2012-09-01,308663.03,Historical
2012-10-01,289826.22,Historical
2012-11-01,270420.95,Historical
2012-12-01,279416.77,Historical
2013-01-01,260455.2,Historical
2013-02-01,244030.64,Historical
2013-03-01,286055.31,Historical
2013-04-01,279048.05,Historical
2013-05-01,288906.01,Historical
2013-06-01,316958.47,Historical
2013-07-01,342211.24,Historical
2013-08-01,293078.55,Historical
2013-09-01,273703.82,Historical
2013-10-01,248188.29,Historical
2013-11-01,266744.64,Historical
2013-12-01,271288.68,Historical
2014-01-01,255275.19,Historical
2014-02-01,224831.12,Historical
2014-03-01,217353.78,Historical
2014-04-01,217002.59,Historical
2014-05-01,259729.1,Historical
2014-06-01,247258.35,Historical
2014-07-01,239218.17,Historical
2014-08-01,214616.09,Historical
2014-09-01,180944.4,Historical
2014-10-01,197914.68,Historical
2014-11-01,205298.96,Historical
2014-12-01,198153.47,Historical
2015-01-01,253730.23,Historical
2015-02-01,244267.55,Historical
2015-03-01,292161.5,Historical
2015-04-01,253808.7,Historical
2015-05-01,306888.39,Historical
2015-06-01,331554.06,Historical
2015-07-01,319090.23,Historical
2015-08-01,285871.3,Historical
2015-09-01,250610.15,Historical
2015-10-01,239975.76,Historical
2015-11-01,263121.38,Historical
2015-12-01,238159.21,Historical
2012-03-01,354962.22,Historical
2012-04-01,336647.41,Historical
2012-05-01,402124.04,Historical
2012-06-01,393735.44,Historical
2012-07-01,403933.32,Historical
2012-08-01,359542.43,Historical
2012-09-01,305503.86,Historical
2012-10-01,301401.52,Historical
2012-11-01,318534.58,Historical
2012-12-01,315570.95,Historical
2013-01-01,288622.97,Historical
2013-02-01,277222.35,Historical
2013-03-01,319900.44,Historical
2013-04-01,319622.59,Historical
2013-05-01,339191.06,Historical
2013-06-01,366778.97,Historical
2013-07-01,394133.4,Historical
2013-08-01,325976.62,Historical
2013-09-01,309463.24,Historical
2013-10-01,278165.94,Historical
2013-11-01,298653.81,Historical
2013-12-01,314688.04,Historical
2014-01-01,329503.69,Historical
2014-02-01,326210.38,Historical
2014-03-01,360426.16,Historical
2014-04-01,350536.27,Historical
2014-05-01,401019.24,Historical
2014-06-01,379685.8,Historical
2014-07-01,362946.75,Historical
2014-08-01,335128.45,Historical
2014-09-01,279600.74,Historical
2014-10-01,305653.26,Historical
2014-11-01,294270.52,Historical
2014-12-01,287761.68,Historical
2015-01-01,289818.58,Historical
2015-02-01,284653,Historical
2015-03-01,356707.5,Historical
2015-04-01,336915.29,Historical
2015-05-01,397154.63,Historical
2015-06-01,419468.58,Historical
2015-07-01,389318.27,Historical
2015-08-01,335206.77,Historical
2015-09-01,296149.13,Historical
2015-10-01,291352.99,Historical
2015-11-01,319155.89,Historical
2015-12-01,298085.71,Historical
2012-03-01,419612.45,Historical
2012-04-01,407316.2,Historical
2012-05-01,464985.8,Historical
2012-06-01,465848.37,Historical
2012-07-01,469274.82,Historical
2012-08-01,425913.84,Historical
2012-09-01,351862.24,Historical
2012-10-01,352012.22,Historical
2012-11-01,368431.63,Historical
2012-12-01,371971.26,Historical
2013-01-01,312240.18,Historical
2013-02-01,313686.92,Historical
2013-03-01,357424,Historical
2013-04-01,318375.94,Historical
2013-05-01,333688.1,Historical
2013-06-01,360556.67,Historical
2013-07-01,381427.6,Historical
2013-08-01,312857.35,Historical
2013-09-01,288704.94,Historical
2013-10-01,247161.58,Historical
2013-11-01,276799.11,Historical
2013-12-01,296381.41,Historical
2014-01-01,251044.22,Historical
2014-02-01,231386.59,Historical
2014-03-01,250435.99,Historical
2014-04-01,225873.85,Historical
2014-05-01,264812.92,Historical
2014-06-01,246340.69,Historical
2014-07-01,241127.72,Historical
2014-08-01,214413.35,Historical
2014-09-01,176271.55,Historical
2014-10-01,189014.8,Historical
2014-11-01,190780.77,Historical
2014-12-01,192601.01,Historical
2015-01-01,263581.43,Historical
2015-02-01,262874.77,Historical
2015-03-01,311605.51,Historical
2015-04-01,256531.51,Historical
2015-05-01,274139.64,Historical
2015-06-01,290051.4,Historical
2015-07-01,299767.58,Historical
2015-08-01,263479.32,Historical
2015-09-01,223415.28,Historical
2015-10-01,222010.16,Historical
2015-11-01,245445.25,Historical
2015-12-01,222541.93,Historical
2012-03-01,399092.61,Historical
2012-04-01,411640.62,Historical
2012-05-01,432685.99,Historical
2012-06-01,451902.25,Historical
2012-07-01,457384.43,Historical
2012-08-01,394723.05,Historical
2012-09-01,340482.56,Historical
2012-10-01,330795.51,Historical
2012-11-01,367855.24,Historical
2012-12-01,405428.07,Historical
2013-01-01,316028.22,Historical
2013-02-01,318295.73,Historical
2013-03-01,376147.68,Historical
2013-04-01,340457.51,Historical
2013-05-01,350178.66,Historical
2013-06-01,363099.05,Historical
2013-07-01,404999.59,Historical
2013-08-01,336414.29,Historical
2013-09-01,332404.9,Historical
2013-10-01,289321.29,Historical
2013-11-01,331832.53,Historical
2013-12-01,363337.89,Historical
2014-01-01,350481.65,Historical
2014-02-01,278786.79,Historical
2014-03-01,301153.92,Historical
2014-04-01,295724.8,Historical
2014-05-01,349257.82,Historical
2014-06-01,313404.11,Historical
2014-07-01,327288.39,Historical
2014-08-01,317337.34,Historical
2014-09-01,265130.99,Historical
2014-10-01,288125.46,Historical
2014-11-01,294578.45,Historical
2014-12-01,292215.43,Historical
2015-01-01,322103.88,Historical
2015-02-01,314384.5,Historical
2015-03-01,407675.51,Historical
2015-04-01,299927,Historical
2015-05-01,389089.76,Historical
2015-06-01,378293.66,Historical
2015-07-01,403134.7,Historical
2015-08-01,362067.03,Historical
2015-09-01,294783.27,Historical
2015-10-01,309365.6,Historical
2015-11-01,352904.63,Historical
2015-12-01,313644.56,Historical
2012-03-01,418625.27,Historical
2012-04-01,393224.01,Historical
2012-05-01,454422.47,Historical
2012-06-01,454469.59,Historical
2012-07-01,446763.72,Historical
2012-08-01,433877.76,Historical
2012-09-01,354661.85,Historical
2012-10-01,343616.92,Historical
2012-11-01,349585.18,Historical
2012-12-01,356179.61,Historical
2013-01-01,320282.84,Historical
2013-02-01,309400.86,Historical
2013-03-01,360825.97,Historical
2013-04-01,355908.24,Historical
2013-05-01,370005.44,Historical
2013-06-01,400644.8,Historical
2013-07-01,445329.58,Historical
2013-08-01,370331.7,Historical
2013-09-01,346729.33,Historical
2013-10-01,311293.88,Historical
2013-11-01,331718.89,Historical
2013-12-01,355946.69,Historical
2014-01-01,404037.26,Historical
2014-02-01,336980.05,Historical
2014-03-01,380300.92,Historical
2014-04-01,366251.49,Historical
2014-05-01,422090.29,Historical
2014-06-01,415475.49,Historical
2014-07-01,412089.36,Historical
2014-08-01,349231.89,Historical
2014-09-01,293051.59,Historical
2014-10-01,304863.88,Historical
2014-11-01,297502.62,Historical
2014-12-01,295365.36,Historical
2015-01-01,317244.71,Historical
2015-02-01,309241.86,Historical
2015-03-01,390648.49,Historical
2015-04-01,360404.26,Historical
2015-05-01,425955.34,Historical
2015-06-01,452481.47,Historical
2015-07-01,445292.95,Historical
2015-08-01,381853.5,Historical
2015-09-01,341526.69,Historical
2015-10-01,339638.08,Historical
2015-11-01,367963.53,Historical
2015-12-01,333378.05,Historical
2012-03-01,221454.69,Historical
2012-04-01,215267.78,Historical
2012-05-01,251153.62,Historical
2012-06-01,252428.84,Historical
2012-07-01,239652.79,Historical
2012-08-01,221358.23,Historical
2012-09-01,180485.6,Historical
2012-10-01,181102.47,Historical
2012-11-01,188763.95,Historical
2012-12-01,192397.56,Historical
2013-01-01,172586.24,Historical
2013-02-01,166822.42,Historical
2013-03-01,191706.6,Historical
2013-04-01,176489.96,Historical
2013-05-01,184788.81,Historical
2013-06-01,196663.47,Historical
2013-07-01,217993.56,Historical
2013-08-01,184340.18,Historical
2013-09-01,170033.09,Historical
2013-10-01,150464.33,Historical
2013-11-01,155968.37,Historical
2013-12-01,164883.19,Historical
2014-01-01,148613.02,Historical
2014-02-01,143712.03,Historical
2014-03-01,163138.96,Historical
2014-04-01,150754.35,Historical
2014-05-01,174575.52,Historical
2014-06-01,165530.02,Historical
2014-07-01,166033.55,Historical
2014-08-01,146585.67,Historical
2014-09-01,120474.67,Historical
2014-10-01,128926.53,Historical
2014-11-01,132244.76,Historical
2014-12-01,127728.59,Historical
2015-01-01,146972.84,Historical
2015-02-01,146788.62,Historical
2015-03-01,181676.18,Historical
2015-04-01,171888.69,Historical
2015-05-01,207418.47,Historical
2015-06-01,202738.29,Historical
2015-07-01,157262.81,Historical
2015-08-01,142839.89,Historical
2015-09-01,134296.73,Historical
2015-10-01,138290.07,Historical
2015-11-01,143332.95,Historical
2015-12-01,135065.67,Historical
2012-03-01,315069.33,Historical
2012-04-01,326976.79,Historical
2012-05-01,341039.66,Historical
2012-06-01,384253.89,Historical
2012-07-01,387466.37,Historical
2012-08-01,328949.06,Historical
2012-09-01,285015.09,Historical
2012-10-01,256811.35,Historical
2012-11-01,284215.29,Historical
2012-12-01,339234.45,Historical
2013-01-01,238389.81,Historical
2013-02-01,277456.59,Historical
2013-03-01,322176.1,Historical
2013-04-01,289265.61,Historical
2013-05-01,290118.64,Historical
2013-06-01,276899.62,Historical
2013-07-01,322370.15,Historical
2013-08-01,274278.46,Historical
2013-09-01,261996.94,Historical
2013-10-01,236322.12,Historical
2013-11-01,270080.65,Historical
2013-12-01,300095.66,Historical
2014-01-01,282365.03,Historical
2014-02-01,262859.79,Historical
2014-03-01,288649.77,Historical
2014-04-01,256325.41,Historical
2014-05-01,293041.88,Historical
2014-06-01,270929.7,Historical
2014-07-01,266715.21,Historical
2014-08-01,251434.48,Historical
2014-09-01,217376.34,Historical
2014-10-01,171796.16,Historical
2014-11-01,224499.98,Historical
2014-12-01,225604.52,Historical
2015-01-01,275142.21,Historical
2015-02-01,264724.18,Historical
2015-03-01,346794.05,Historical
2015-04-01,264936.81,Historical
2015-05-01,315393.81,Historical
2015-06-01,310564.48,Historical
2015-07-01,350481.56,Historical
2015-08-01,329049.16,Historical
2015-09-01,256645.1,Historical
2015-10-01,274297.98,Historical
2015-11-01,294439.78,Historical
2015-12-01,285267.46,Historical
2012-03-01,252139.27,Historical
2012-04-01,247471.44,Historical
2012-05-01,279607.35,Historical
2012-06-01,270971.59,Historical
2012-07-01,273838.99,Historical
2012-08-01,257784.2,Historical
2012-09-01,214031.49,Historical
2012-10-01,217828.17,Historical
2012-11-01,228207.57,Historical
2012-12-01,222798.62,Historical
2013-01-01,194609.03,Historical
2013-02-01,188157.44,Historical
2013-03-01,214742.32,Historical
2013-04-01,199009.86,Historical
2013-05-01,199313.46,Historical
2013-06-01,205660.23,Historical
2013-07-01,219597.31,Historical
2013-08-01,190815.92,Historical
2013-09-01,178805.87,Historical
2013-10-01,171799.87,Historical
2013-11-01,187030.73,Historical
2013-12-01,195819.43,Historical
2014-01-01,215376.3,Historical
2014-02-01,213522.4,Historical
2014-03-01,236000.78,Historical
2014-04-01,230563.94,Historical
2014-05-01,249798.37,Historical
2014-06-01,248057.27,Historical
2014-07-01,247368.44,Historical
2014-08-01,214351.8,Historical
2014-09-01,182629.23,Historical
2014-10-01,198221.91,Historical
2014-11-01,198486.28,Historical
2014-12-01,198014.93,Historical
2015-01-01,174993,Historical
2015-02-01,179972.28,Historical
2015-03-01,232796.3,Historical
2015-04-01,204222.39,Historical
2015-05-01,244263.32,Historical
2015-06-01,268717.75,Historical
2015-07-01,254592.41,Historical
2015-08-01,225236.03,Historical
2015-09-01,201441.62,Historical
2015-10-01,196754.65,Historical
2015-11-01,215497.95,Historical
2015-12-01,206823.43,Historical
2012-03-01,296126.57,Historical
2012-04-01,281751.87,Historical
2012-05-01,332740.47,Historical
2012-06-01,327130.02,Historical
2012-07-01,311953.86,Historical
2012-08-01,304165.12,Historical
2012-09-01,260786.34,Historical
2012-10-01,249558.28,Historical
2012-11-01,249902.92,Historical
2012-12-01,244717.76,Historical
2013-01-01,241161.25,Historical
2013-02-01,230031.28,Historical
2013-03-01,261986.92,Historical
2013-04-01,257441.08,Historical
2013-05-01,281706.7,Historical
2013-06-01,299487.7,Historical
2013-07-01,309589.75,Historical
2013-08-01,262253.66,Historical
2013-09-01,244797.32,Historical
2013-10-01,215433.91,Historical
2013-11-01,229906.23,Historical
2013-12-01,229195.48,Historical
2014-01-01,286770.49,Historical
2014-02-01,273303.38,Historical
2014-03-01,292704.66,Historical
2014-04-01,293917.1,Historical
2014-05-01,334686.77,Historical
2014-06-01,336127.09,Historical
2014-07-01,317580.21,Historical
2014-08-01,289367.25,Historical
2014-09-01,257061.52,Historical
2014-10-01,264256.72,Historical
2014-11-01,257774.6,Historical
2014-12-01,247225.98,Historical
2015-01-01,215653.34,Historical
2015-02-01,210768,Historical
2015-03-01,253859.26,Historical
2015-04-01,230121.91,Historical
2015-05-01,285931.14,Historical
2015-06-01,302328.58,Historical
2015-07-01,290325.98,Historical
2015-08-01,283284.49,Historical
2015-09-01,287448.74,Historical
2015-10-01,266095.38,Historical
2015-11-01,288729.99,Historical
2015-12-01,263951.32,Historical
2012-03-01,243959.06,Historical
2012-04-01,242001.28,Historical
2012-05-01,274754.78,Historical
2012-06-01,270074.42,Historical
2012-07-01,278221.67,Historical
2012-08-01,251293.32,Historical
2012-09-01,216430.54,Historical
2012-10-01,204481.5,Historical
2012-11-01,192725.64,Historical
2012-12-01,194656.02,Historical
2013-01-01,202031.33,Historical
2013-02-01,188113.03,Historical
2013-03-01,209871.21,Historical
2013-04-01,208849.4,Historical
2013-05-01,226385.62,Historical
2013-06-01,240889.76,Historical
2013-07-01,267356.52,Historical
2013-08-01,233858.87,Historical
2013-09-01,202649.27,Historical
2013-10-01,169310.1,Historical
