Date,Sales Value,Type of Sales
2015-11-01,147618.22,Historical
2015-12-01,137053.9,Historical
2012-03-01,261494.09,Historical
2012-04-01,234961.36,Historical
2012-05-01,275942.44,Historical
2012-06-01,267727.74,Historical
2012-07-01,267998.98,Historical
2012-08-01,248004.75,Historical
2012-09-01,212617.77,Historical
2012-10-01,208798.05,Historical
2012-11-01,209478.73,Historical
2012-12-01,201225.03,Historical
2013-01-01,190996.49,Historical
2013-02-01,189147.39,Historical
2013-03-01,210766.55,Historical
2013-04-01,201780.81,Historical
2013-05-01,220429.63,Historical
2013-06-01,230968.83,Historical
2013-07-01,252947.91,Historical
2013-08-01,212775.14,Historical
2013-09-01,200220.71,Historical
2013-10-01,182965.29,Historical
2013-11-01,191067.14,Historical
2013-12-01,198314.97,Historical
2014-01-01,216897.18,Historical
2014-02-01,207519.92,Historical
2014-03-01,228755.94,Historical
2014-04-01,224053.96,Historical
2014-05-01,254832.78,Historical
2014-06-01,249678.88,Historical
2014-07-01,252752.04,Historical
2014-08-01,217038.1,Historical
2014-09-01,183413.46,Historical
2014-10-01,193665.3,Historical
2014-11-01,179338.69,Historical
2014-12-01,171588.01,Historical
2015-01-01,186978.86,Historical
2015-02-01,181707.22,Historical
2015-03-01,219880.65,Historical
2015-04-01,206652.79,Historical
2015-05-01,245367.67,Historical
2015-06-01,275026.6,Historical
2015-07-01,262050.88,Historical
2015-08-01,223267.42,Historical
2015-09-01,207029.22,Historical
2015-10-01,196546.67,Historical
2015-11-01,211189.83,Historical
2015-12-01,199612.19,Historical
2012-03-01,279505.12,Historical
2012-04-01,280631.28,Historical
2012-05-01,306632.6,Historical
2012-06-01,304648.49,Historical
2012-07-01,313897.82,Historical
2012-08-01,304455.32,Historical
2012-09-01,262432.08,Historical
2012-10-01,254465.56,Historical
2012-11-01,234966.47,Historical
2012-12-01,224791.3,Historical
2013-01-01,238594.89,Historical
2013-02-01,224069.14,Historical
2013-03-01,249516.46,Historical
2013-04-01,242381.13,Historical
2013-05-01,255363.37,Historical
2013-06-01,274883.5,Historical
2013-07-01,304036.71,Historical
2013-08-01,267013.13,Historical
2013-09-01,244895.55,Historical
2013-10-01,207795.44,Historical
2013-11-01,204747.72,Historical
2013-12-01,213211.56,Historical
2014-01-01,279220.11,Historical
2014-02-01,275714,Historical
2014-03-01,298768.21,Historical
2014-04-01,285425.98,Historical
2014-05-01,319408.12,Historical
2014-06-01,310823.01,Historical
2014-07-01,305611.01,Historical
2014-08-01,300943.23,Historical
2014-09-01,256735.4,Historical
2014-10-01,264526.21,Historical
2014-11-01,257879.86,Historical
2014-12-01,237074.7,Historical
2015-01-01,229234.99,Historical
2015-02-01,222634.69,Historical
2015-03-01,277493.52,Historical
2015-04-01,266755.23,Historical
2015-05-01,292621.36,Historical
2015-06-01,321559.67,Historical
2015-07-01,321080.78,Historical
2015-08-01,286686.42,Historical
2015-09-01,258081.43,Historical
2015-10-01,251356.41,Historical
2015-11-01,256133.22,Historical
2015-12-01,234309.92,Historical
2012-03-01,288862.11,Historical
2012-04-01,274252.14,Historical
2012-05-01,326262.86,Historical
2012-06-01,325522.51,Historical
2012-07-01,312379.75,Historical
2012-08-01,240082.59,Historical
2012-09-01,199197.19,Historical
2012-10-01,197902.6,Historical
2012-11-01,211478.15,Historical
2012-12-01,215573.63,Historical
2013-01-01,195769.09,Historical
2013-02-01,181553.88,Historical
2013-03-01,221747.57,Historical
2013-04-01,200696.31,Historical
2013-05-01,217133,Historical
2013-06-01,242288.56,Historical
2013-07-01,259990.73,Historical
2013-08-01,203557,Historical
2013-09-01,199899.75,Historical
2013-10-01,177199.02,Historical
2013-11-01,188702.79,Historical
2013-12-01,202683.65,Historical
2014-01-01,231691.1,Historical
2014-02-01,214387.21,Historical
2014-03-01,244473.1,Historical
2014-04-01,231974.58,Historical
2014-05-01,276975.02,Historical
2014-06-01,262763.41,Historical
2014-07-01,256045,Historical
2014-08-01,203391.69,Historical
2014-09-01,191517.12,Historical
2014-10-01,212737.87,Historical
2014-11-01,209930,Historical
2014-12-01,210963.9,Historical
2015-01-01,188748.87,Historical
2015-02-01,181932.6,Historical
2015-03-01,220606.4,Historical
2015-04-01,195962.55,Historical
2015-05-01,276159.98,Historical
2015-06-01,267943.67,Historical
2015-07-01,263225.56,Historical
2015-08-01,217813.75,Historical
2015-09-01,195434.07,Historical
2015-10-01,205284.08,Historical
2015-11-01,209498.59,Historical
2015-12-01,202772.02,Historical
2012-03-01,202060.07,Historical
2012-04-01,186515.65,Historical
2012-05-01,222702.48,Historical
2012-06-01,218795.29,Historical
2012-07-01,205242.67,Historical
2012-08-01,201205.07,Historical
2012-09-01,175768.72,Historical
2012-10-01,168154.59,Historical
2012-11-01,165197.88,Historical
2012-12-01,165821.34,Historical
2013-01-01,151411.66,Historical
2013-02-01,149403.45,Historical
2013-03-01,171137.59,Historical
2013-04-01,157528,Historical
2013-05-01,170121.43,Historical
2013-06-01,185245.71,Historical
2013-07-01,199263.24,Historical
2013-08-01,175059.59,Historical
2013-09-01,162350.78,Historical
2013-10-01,145388.08,Historical
2013-11-01,149626.4,Historical
2013-12-01,154508.98,Historical
2014-01-01,167499.75,Historical
2014-02-01,154597.38,Historical
2014-03-01,168266.21,Historical
2014-04-01,159800.24,Historical
2014-05-01,175820.22,Historical
2014-06-01,173651.25,Historical
2014-07-01,169345.84,Historical
2014-08-01,161360.18,Historical
2014-09-01,131883.2,Historical
2014-10-01,144603.61,Historical
2014-11-01,141403.51,Historical
2014-12-01,139563.28,Historical
2015-01-01,139501.43,Historical
2015-02-01,135807.03,Historical
2015-03-01,167747.87,Historical
2015-04-01,149273.44,Historical
2015-05-01,179543.43,Historical
2015-06-01,188790.4,Historical
2015-07-01,180222.74,Historical
2015-08-01,156993.46,Historical
2015-09-01,141146.39,Historical
2015-10-01,143988.23,Historical
2015-11-01,160337.57,Historical
2015-12-01,150173.07,Historical
2012-03-01,259067.38,Historical
2012-04-01,250727.22,Historical
2012-05-01,296120.59,Historical
2012-06-01,287879.09,Historical
2012-07-01,277283.82,Historical
2012-08-01,253173.25,Historical
2012-09-01,204428.72,Historical
2012-10-01,198924.8,Historical
2012-11-01,211087.73,Historical
2012-12-01,211960.67,Historical
2013-01-01,201662.79,Historical
2013-02-01,200539.31,Historical
2013-03-01,234436.6,Historical
2013-04-01,228899.65,Historical
2013-05-01,239340.1,Historical
2013-06-01,259282.5,Historical
2013-07-01,278912.14,Historical
2013-08-01,229336.16,Historical
2013-09-01,220585.73,Historical
2013-10-01,197162.42,Historical
2013-11-01,207736.49,Historical
2013-12-01,213022.27,Historical
2014-01-01,221835.3,Historical
2014-02-01,223714.41,Historical
2014-03-01,250889.6,Historical
2014-04-01,239568.1,Historical
2014-05-01,276774.06,Historical
2014-06-01,271208.16,Historical
2014-07-01,258839.16,Historical
2014-08-01,234130.88,Historical
2014-09-01,188330.8,Historical
2014-10-01,206931.88,Historical
2014-11-01,212161.1,Historical
2014-12-01,204997.85,Historical
2015-01-01,193016.6,Historical
2015-02-01,198450.49,Historical
2015-03-01,237661.15,Historical
2015-04-01,222065.11,Historical
2015-05-01,267642.32,Historical
2015-06-01,274358.76,Historical
2015-07-01,256450.33,Historical
2015-08-01,228478.47,Historical
2015-09-01,210338.36,Historical
2015-10-01,202197.89,Historical
2015-11-01,214492.94,Historical
2015-12-01,204648.17,Historical
2012-03-01,335180.19,Historical
2012-04-01,319808.28,Historical
2012-05-01,378024.48,Historical
2012-06-01,385614.64,Historical
2012-07-01,372371.13,Historical
2012-08-01,333116,Historical
2012-09-01,283667.88,Historical
2012-10-01,284199.69,Historical
2012-11-01,287826.4,Historical
2012-12-01,283825.78,Historical
2013-01-01,268400.3,Historical
2013-02-01,264664.22,Historical
2013-03-01,314344.21,Historical
2013-04-01,304267.16,Historical
2013-05-01,318503.53,Historical
2013-06-01,360922.84,Historical
2013-07-01,375291.54,Historical
2013-08-01,308786.79,Historical
2013-09-01,283453.99,Historical
2013-10-01,256788.83,Historical
2013-11-01,266146.02,Historical
2013-12-01,280128.93,Historical
2014-01-01,283958.36,Historical
2014-02-01,259326.43,Historical
2014-03-01,289751.71,Historical
2014-04-01,282739.11,Historical
2014-05-01,322971.15,Historical
2014-06-01,302894.25,Historical
2014-07-01,297477.59,Historical
2014-08-01,249699.43,Historical
2014-09-01,207311,Historical
2014-10-01,229500.93,Historical
2014-11-01,220984.06,Historical
2014-12-01,221122.58,Historical
2015-01-01,262323.29,Historical
2015-02-01,254277.85,Historical
2015-03-01,315698.39,Historical
2015-04-01,276096.78,Historical
2015-05-01,343854.59,Historical
2015-06-01,350542.91,Historical
2015-07-01,346783.76,Historical
2015-08-01,299775.96,Historical
2015-09-01,267041.79,Historical
2015-10-01,258693.88,Historical
2015-11-01,277795.35,Historical
2015-12-01,245615.75,Historical
2012-03-01,210446.7,Historical
2012-04-01,205670.8,Historical
2012-05-01,229319.74,Historical
2012-06-01,232867.64,Historical
2012-07-01,247513.67,Historical
2012-08-01,293255.97,Historical
2012-09-01,222494.2,Historical
2012-10-01,213795.64,Historical
2012-11-01,218008.84,Historical
2012-12-01,214844.82,Historical
2013-01-01,191299.84,Historical
2013-02-01,184757.98,Historical
2013-03-01,208501.13,Historical
2013-04-01,202997.82,Historical
2013-05-01,210540.62,Historical
2013-06-01,227247.8,Historical
2013-07-01,243168.17,Historical
2013-08-01,203469.76,Historical
2013-09-01,196452.56,Historical
2013-10-01,184857.79,Historical
2013-11-01,180758.03,Historical
2013-12-01,190823.3,Historical
2014-01-01,196744.47,Historical
2014-02-01,188151.72,Historical
2014-03-01,199895.93,Historical
2014-04-01,203006.84,Historical
2014-05-01,228079.12,Historical
2014-06-01,224902.04,Historical
2014-07-01,221405.65,Historical
2014-08-01,201679.52,Historical
2014-09-01,164346.65,Historical
2014-10-01,180421.57,Historical
2014-11-01,179674.09,Historical
2014-12-01,173141.95,Historical
2015-01-01,178849.97,Historical
2015-02-01,175017.08,Historical
2015-03-01,208188.89,Historical
2015-04-01,190792.76,Historical
2015-05-01,228139.41,Historical
2015-06-01,244956.95,Historical
2015-07-01,237279.11,Historical
2015-08-01,204930.46,Historical
2015-09-01,187198.73,Historical
2015-10-01,182985.77,Historical
2015-11-01,191450.31,Historical
2015-12-01,182194.61,Historical
2012-03-01,314975.5,Historical
2012-04-01,315479.01,Historical
2012-05-01,375198.19,Historical
2012-06-01,366124.17,Historical
2012-07-01,348578.85,Historical
2012-08-01,334143.29,Historical
2012-09-01,309239.02,Historical
2012-10-01,293659.49,Historical
2012-11-01,300639.39,Historical
2012-12-01,288336.23,Historical
2013-01-01,284132.77,Historical
2013-02-01,268585.75,Historical
2013-03-01,305848.87,Historical
2013-04-01,313525.85,Historical
2013-05-01,261027.09,Historical
2013-06-01,324403.01,Historical
2013-07-01,348622.43,Historical
2013-08-01,310131.31,Historical
2013-09-01,292285.5,Historical
2013-10-01,242405.03,Historical
2013-11-01,267208.99,Historical
2013-12-01,260870.38,Historical
2014-01-01,287110.41,Historical
2014-02-01,281735.84,Historical
2014-03-01,307887.14,Historical
2014-04-01,322524.76,Historical
2014-05-01,347014.87,Historical
2014-06-01,348597.44,Historical
2014-07-01,327020.68,Historical
2014-08-01,290877.99,Historical
2014-09-01,267873.55,Historical
2014-10-01,273145.34,Historical
2014-11-01,278516.47,Historical
2014-12-01,262252.42,Historical
2015-01-01,251562.17,Historical
2015-02-01,239308.85,Historical
2015-03-01,290781.48,Historical
2015-04-01,284391.54,Historical
2015-05-01,351888.36,Historical
2015-06-01,354407.23,Historical
2015-07-01,332691.31,Historical
2015-08-01,287276.1,Historical
2015-09-01,275445.91,Historical
2015-10-01,270856.95,Historical
2015-11-01,298610.36,Historical
2015-12-01,273895.68,Historical
2012-03-01,198915.8,Historical
2012-04-01,187266.36,Historical
2012-05-01,221118.43,Historical
2012-06-01,222321.2,Historical
2012-07-01,218899.7,Historical
2012-08-01,203040.6,Historical
2012-09-01,170736.18,Historical
2012-10-01,173057.68,Historical
2012-11-01,176166.52,Historical
2012-12-01,169357.87,Historical
2013-01-01,159794.91,Historical
2013-02-01,148346.41,Historical
2013-03-01,170587.86,Historical
2013-04-01,163619.86,Historical
2013-05-01,174211.37,Historical
2013-06-01,185695.3,Historical
2013-07-01,196924.4,Historical
2013-08-01,164619.12,Historical
2013-09-01,156008.05,Historical
2013-10-01,140432.21,Historical
2013-11-01,143042.68,Historical
2013-12-01,150996.8,Historical
2014-01-01,172905.22,Historical
2014-02-01,158240.35,Historical
2014-03-01,180680.15,Historical
2014-04-01,172232.22,Historical
2014-05-01,195824.53,Historical
2014-06-01,195845.23,Historical
2014-07-01,194093.15,Historical
2014-08-01,159825.71,Historical
2014-09-01,136764.05,Historical
2014-10-01,158798.51,Historical
2014-11-01,147230.15,Historical
2014-12-01,136324.8,Historical
2015-01-01,142568.67,Historical
2015-02-01,133595.02,Historical
2015-03-01,173971.49,Historical
2015-04-01,157708.29,Historical
2015-05-01,199127.32,Historical
2015-06-01,208316.64,Historical
2015-07-01,199942.05,Historical
2015-08-01,168253.96,Historical
2015-09-01,156905.06,Historical
2015-10-01,158970.51,Historical
2015-11-01,165269.72,Historical
2015-12-01,152615.75,Historical
2012-03-01,323239.95,Historical
2012-04-01,314614.84,Historical
2012-05-01,343059.25,Historical
2012-06-01,350605.86,Historical
2012-07-01,381505.3,Historical
2012-08-01,317613.06,Historical
2012-09-01,274488.05,Historical
2012-10-01,268370.29,Historical
2012-11-01,293727.38,Historical
2012-12-01,330057.63,Historical
2013-01-01,258840.54,Historical
2013-02-01,260760.56,Historical
2013-03-01,299951.06,Historical
2013-04-01,276436.11,Historical
2013-05-01,277359.15,Historical
2013-06-01,302544.79,Historical
2013-07-01,327458.25,Historical
2013-08-01,263637.94,Historical
2013-09-01,254488.99,Historical
2013-10-01,220971.83,Historical
2013-11-01,249337.9,Historical
2013-12-01,285124.94,Historical
2014-01-01,267084.16,Historical
2014-02-01,256721.87,Historical
2014-03-01,281936.85,Historical
2014-04-01,257822.25,Historical
2014-05-01,299062.06,Historical
2014-06-01,264374.47,Historical
2014-07-01,276482.38,Historical
2014-08-01,245338,Historical
2014-09-01,202465.07,Historical
2014-10-01,206221.88,Historical
2014-11-01,224903.13,Historical
2014-12-01,224599.54,Historical
2015-01-01,245192.16,Historical
2015-02-01,256656.98,Historical
2015-03-01,319412.62,Historical
2015-04-01,248806.42,Historical
2015-05-01,293779.05,Historical
2015-06-01,324163.8,Historical
2015-07-01,321592.83,Historical
2015-08-01,285347.84,Historical
2015-09-01,251039.71,Historical
2015-10-01,245112.44,Historical
2015-11-01,267450.91,Historical
2015-12-01,274974.18,Historical
2012-03-01,320892.24,Historical
2012-04-01,317391.78,Historical
2012-05-01,287412.57,Historical
2012-06-01,351114.69,Historical
2012-07-01,338829.4,Historical
2012-08-01,279932.98,Historical
2012-09-01,229683.98,Historical
2012-10-01,215503.14,Historical
2012-11-01,232556.21,Historical
2012-12-01,257385.61,Historical
2013-01-01,210731.18,Historical
2013-02-01,223462.72,Historical
2013-03-01,298324.38,Historical
2013-04-01,276886.34,Historical
2013-05-01,278812.71,Historical
2013-06-01,293578.83,Historical
2013-07-01,311148.52,Historical
2013-08-01,261940.14,Historical
2013-09-01,241770.13,Historical
2013-10-01,208072.48,Historical
2013-11-01,236147.23,Historical
2013-12-01,274970.34,Historical
2014-01-01,292145.45,Historical
2014-02-01,209988.64,Historical
2014-03-01,219850.56,Historical
2014-04-01,214447.34,Historical
2014-05-01,276145.26,Historical
2014-06-01,234470.81,Historical
2014-07-01,238607.42,Historical
2014-08-01,229193.98,Historical
2014-09-01,187276.32,Historical
2014-10-01,207583.11,Historical
2014-11-01,194738.78,Historical
2014-12-01,204355.2,Historical
2015-01-01,241538.61,Historical
2015-02-01,248822.07,Historical
2015-03-01,309012.11,Historical
2015-04-01,207506.49,Historical
2015-05-01,277369.81,Historical
2015-06-01,279026.56,Historical
2015-07-01,281741.21,Historical
2015-08-01,249574.86,Historical
2015-09-01,207282.49,Historical
2015-10-01,223397.61,Historical
2015-11-01,232561.81,Historical
2015-12-01,207616.62,Historical
2012-03-01,252019,Historical
2012-04-01,233859.6,Historical
2012-05-01,279105.82,Historical
2012-06-01,275103.97,Historical
2012-07-01,273602.27,Historical
2012-08-01,247266,Historical
2012-09-01,203331.74,Historical
2012-10-01,206849.13,Historical
2012-11-01,208350.22,Historical
2012-12-01,206085.47,Historical
2013-01-01,191477.02,Historical
2013-02-01,183862.39,Historical
2013-03-01,220276.05,Historical
2013-04-01,207366.22,Historical
2013-05-01,214343.96,Historical
2013-06-01,233852.46,Historical
2013-07-01,251797.18,Historical
2013-08-01,209438.55,Historical
2013-09-01,205877.22,Historical
2013-10-01,179861.36,Historical
2013-11-01,188949.57,Historical
2013-12-01,206460.3,Historical
2014-01-01,213998.97,Historical
2014-02-01,202313.57,Historical
2014-03-01,222208.46,Historical
2014-04-01,210983.1,Historical
2014-05-01,241395.99,Historical
2014-06-01,227985.24,Historical
2014-07-01,231825.09,Historical
2014-08-01,194333.68,Historical
2014-09-01,140102.36,Historical
2014-10-01,159023.23,Historical
2014-11-01,157567.12,Historical
2014-12-01,156478.25,Historical
2015-01-01,189033.73,Historical
2015-02-01,182704.94,Historical
2015-03-01,238019.35,Historical
2015-04-01,205901.37,Historical
2015-05-01,246638.07,Historical
2015-06-01,258985.19,Historical
2015-07-01,250716.13,Historical
2015-08-01,224672.63,Historical
2015-09-01,198586.43,Historical
2015-10-01,195380.16,Historical
2015-11-01,203859.29,Historical
2015-12-01,181241.57,Historical
2013-12-01,198663.8,Historical
2014-01-01,198319.34,Historical
2014-02-01,191559.94,Historical
2014-03-01,212481.65,Historical
2014-04-01,212591.71,Historical
2014-05-01,243060.93,Historical
2014-06-01,231663.32,Historical
2014-07-01,223955.35,Historical
2014-08-01,210824.52,Historical
2014-09-01,146483.29,Historical
2014-10-01,165302.13,Historical
2014-11-01,158933.04,Historical
2014-12-01,163939.81,Historical
2015-01-01,175067.86,Historical
2015-02-01,166013.63,Historical
2015-03-01,210173.78,Historical
2015-04-01,188852,Historical
2015-05-01,233618.4,Historical
2015-06-01,246652.3,Historical
2015-07-01,218103.68,Historical
2015-08-01,179550.94,Historical
2015-09-01,194684.08,Historical
2015-10-01,172931.51,Historical
2015-11-01,177937.36,Historical
2015-12-01,168199.55,Historical
2012-03-01,418944.92,Historical
2012-04-01,398248.29,Historical
2012-05-01,480773.39,Historical
2012-06-01,449821.53,Historical
2012-07-01,425680.53,Historical
2012-08-01,400411.37,Historical
2012-09-01,341629.85,Historical
2012-10-01,334470.93,Historical
2012-11-01,335920.83,Historical
2012-12-01,337295.39,Historical
2013-01-01,307592.64,Historical
2013-02-01,300557.8,Historical
2013-03-01,346851.72,Historical
2013-04-01,304291.15,Historical
2013-05-01,314632.38,Historical
2013-06-01,343278.65,Historical
2013-07-01,363211.63,Historical
2013-08-01,319481.93,Historical
2013-09-01,295070.29,Historical
2013-10-01,264944.75,Historical
2013-11-01,286874.19,Historical
2013-12-01,291307.5,Historical
2014-01-01,310537.57,Historical
2014-02-01,306390.56,Historical
2014-03-01,337678.12,Historical
2014-04-01,343753.68,Historical
2014-05-01,380746.51,Historical
2014-06-01,384815.13,Historical
2014-07-01,364683.48,Historical
2014-08-01,332996.12,Historical
2014-09-01,275035.49,Historical
2014-10-01,292832.94,Historical
2014-11-01,289666.8,Historical
2014-12-01,282989.24,Historical
2015-01-01,267844.46,Historical
2015-02-01,264433.64,Historical
2015-03-01,322356.1,Historical
2015-04-01,302126.66,Historical
2015-05-01,354260.41,Historical
2015-06-01,384903.93,Historical
2015-07-01,362520.96,Historical
2015-08-01,313804.06,Historical
2015-09-01,285868.93,Historical
2015-10-01,276840.07,Historical
2015-11-01,306605.83,Historical
2015-12-01,289355.38,Historical
2012-03-01,413583.27,Historical
2012-04-01,385342.56,Historical
2012-05-01,463190.57,Historical
2012-06-01,455651.84,Historical
2012-07-01,448758.67,Historical
2012-08-01,383404.55,Historical
2012-09-01,334931.2,Historical
2012-10-01,314651.03,Historical
2012-11-01,290304.87,Historical
2012-12-01,310651.8,Historical
2013-01-01,296070.76,Historical
2013-02-01,286070.91,Historical
2013-03-01,318964.25,Historical
2013-04-01,300293.58,Historical
2013-05-01,314917.66,Historical
2013-06-01,342368.4,Historical
2013-07-01,368987.04,Historical
2013-08-01,308609.62,Historical
2013-09-01,281052.49,Historical
2013-10-01,257323.75,Historical
2013-11-01,275133.23,Historical
2013-12-01,285175.68,Historical
2014-01-01,284714.74,Historical
2014-02-01,276331.81,Historical
2014-03-01,308803.35,Historical
2014-04-01,282511.63,Historical
2014-05-01,326744.91,Historical
2014-06-01,334885.94,Historical
2014-07-01,323087.63,Historical
2014-08-01,281321.14,Historical
2014-09-01,235051.36,Historical
2014-10-01,250322.74,Historical
2014-11-01,245893.71,Historical
2014-12-01,243054.39,Historical
2015-01-01,266281.27,Historical
2015-02-01,260181.2,Historical
2015-03-01,315639.54,Historical
2015-04-01,283212.94,Historical
2015-05-01,337839.99,Historical
2015-06-01,357350.63,Historical
2015-07-01,341642.8,Historical
2015-08-01,292473.38,Historical
2015-09-01,269010.85,Historical
2015-10-01,273037.15,Historical
2015-11-01,296386.91,Historical
2015-12-01,268058.05,Historical
2012-03-01,178399.23,Historical
2012-04-01,169600.83,Historical
2012-05-01,201796.39,Historical
2012-06-01,202852.66,Historical
2012-07-01,198363.91,Historical
2012-08-01,180080.28,Historical
2012-09-01,150443.61,Historical
2012-10-01,152673.11,Historical
2012-11-01,151969.9,Historical
2012-12-01,149287.23,Historical
2013-01-01,136752.03,Historical
2013-02-01,135849.49,Historical
2013-03-01,158016.25,Historical
2013-04-01,145018.7,Historical
2013-05-01,151347.8,Historical
2013-06-01,164604.33,Historical
2013-07-01,183332.86,Historical
2013-08-01,149005.56,Historical
2013-09-01,137757.89,Historical
2013-10-01,124250.93,Historical
2013-11-01,128134.97,Historical
2013-12-01,137031.44,Historical
2014-01-01,129026.9,Historical
2014-02-01,126373.06,Historical
2014-03-01,140473.18,Historical
2014-04-01,128747.07,Historical
2014-05-01,151505.16,Historical
2014-06-01,148345.43,Historical
2014-07-01,140603.76,Historical
2014-08-01,128865.3,Historical
2014-09-01,105702.63,Historical
2014-10-01,114608.69,Historical
2014-11-01,112511.39,Historical
2014-12-01,115428.51,Historical
2015-01-01,124765.05,Historical
2015-02-01,118571.1,Historical
2015-03-01,149732.09,Historical
2015-04-01,134962,Historical
2015-05-01,164252.37,Historical
2015-06-01,166178.08,Historical
2015-07-01,147149,Historical
2015-08-01,129415.59,Historical
2015-09-01,118453.19,Historical
2015-10-01,117904.58,Historical
2015-11-01,126490.14,Historical
2015-12-01,117649.31,Historical
2012-03-01,243199.65,Historical
2012-04-01,240727.09,Historical
2012-05-01,276513.93,Historical
2012-06-01,281187.67,Historical
2012-07-01,277316.19,Historical
2012-08-01,229719.62,Historical
2012-09-01,179920.29,Historical
2012-10-01,169755.6,Historical
2012-11-01,173441.76,Historical
2012-12-01,166405.33,Historical
2013-01-01,150313.69,Historical
2013-02-01,137353.82,Historical
2013-03-01,167034.2,Historical
2013-04-01,166185.34,Historical
2013-05-01,170141.23,Historical
2013-06-01,189324.08,Historical
2013-07-01,205748.21,Historical
2013-08-01,169609.26,Historical
2013-09-01,146235.13,Historical
2013-10-01,127337.5,Historical
2013-11-01,130651.38,Historical
2013-12-01,136266.28,Historical
2014-01-01,143771.92,Historical
2014-02-01,131902.33,Historical
2014-03-01,149298.36,Historical
2014-04-01,147143.47,Historical
2014-05-01,176913.73,Historical
2014-06-01,159315.16,Historical
2014-07-01,161210.17,Historical
2014-08-01,141418.91,Historical
2014-09-01,117075.74,Historical
2014-10-01,129552.85,Historical
2014-11-01,122274.42,Historical
2014-12-01,116365.1,Historical
2015-01-01,123089.47,Historical
2015-02-01,123501.64,Historical
2015-03-01,152341.64,Historical
2015-04-01,144060.27,Historical
2015-05-01,172685.45,Historical
2015-06-01,178342.8,Historical
2015-07-01,172373.53,Historical
2015-08-01,152152.6,Historical
2015-09-01,136960.58,Historical
2015-10-01,133896.08,Historical
2015-11-01,137345.53,Historical
2015-12-01,121856.2,Historical
2013-01-01,367364.44,Historical
2013-02-01,279218.85,Historical
2013-03-01,290100.16,Historical
2013-04-01,284512.18,Historical
2013-05-01,286520.29,Historical
2013-06-01,291059.76,Historical
2013-07-01,317649.02,Historical
2013-08-01,264916.88,Historical
2013-09-01,242652.13,Historical
2013-10-01,218829.79,Historical
2013-11-01,241559.07,Historical
2013-12-01,267697.53,Historical
2014-01-01,297846.46,Historical
2014-02-01,292127.72,Historical
2014-03-01,323233.81,Historical
2014-04-01,332533.48,Historical
2014-05-01,374268.75,Historical
2014-06-01,362546.25,Historical
2014-07-01,350349.56,Historical
2014-08-01,313972.9,Historical
2014-09-01,269226.53,Historical
2014-10-01,286825.43,Historical
2014-11-01,294100.86,Historical
2014-12-01,296977.37,Historical
2015-01-01,241044.39,Historical
2015-02-01,240118.42,Historical
2015-03-01,303600.17,Historical
2015-04-01,294795.33,Historical
2015-05-01,349155.32,Historical
2015-06-01,365574.01,Historical
2015-07-01,349390.98,Historical
2015-08-01,304961.79,Historical
2015-09-01,281530.44,Historical
2015-10-01,255480.95,Historical
2015-11-01,293035.46,Historical
2015-12-01,283379.09,Historical
2012-03-01,197593.07,Historical
2012-04-01,191187.52,Historical
2012-05-01,226352.97,Historical
2012-06-01,225095.63,Historical
2012-07-01,227125.94,Historical
2012-08-01,212315.9,Historical
2012-09-01,184224.14,Historical
2012-10-01,177903.88,Historical
2012-11-01,178876.12,Historical
2012-12-01,178174.53,Historical
2013-01-01,178210.46,Historical
2013-02-01,173089.45,Historical
2013-03-01,198483.54,Historical
2013-04-01,182339.25,Historical
2013-05-01,194813.63,Historical
2013-06-01,213477.85,Historical
2013-07-01,235366.58,Historical
2013-08-01,200786.96,Historical
2013-09-01,186393.88,Historical
2013-10-01,164099.85,Historical
2013-11-01,175658.04,Historical
2013-12-01,167438.53,Historical
2014-01-01,174784.91,Historical
2014-02-01,169070.44,Historical
2014-03-01,186667.74,Historical
2014-04-01,175408.66,Historical
2014-05-01,194982.92,Historical
2014-06-01,182519.19,Historical
2014-07-01,184115.43,Historical
2014-08-01,171321.98,Historical
2014-09-01,143022.9,Historical
2014-10-01,151639.56,Historical
2014-11-01,145864.3,Historical
2014-12-01,142760.39,Historical
2015-01-01,160737.13,Historical
2015-02-01,158145.86,Historical
2015-03-01,193782.24,Historical
2015-04-01,176684.34,Historical
2015-05-01,201675.42,Historical
2015-06-01,224987.05,Historical
2015-07-01,215295.48,Historical
2015-08-01,185694.35,Historical
2015-09-01,165279.17,Historical
2015-10-01,159101.43,Historical
2015-11-01,172664.7,Historical
2015-12-01,157225.88,Historical
2012-03-01,188485.8,Historical
2012-04-01,184487.45,Historical
2012-05-01,197985.4,Historical
2012-06-01,196970.58,Historical
2012-07-01,198941.8,Historical
2012-08-01,174341.48,Historical
2012-09-01,140798.39,Historical
2012-10-01,120382.09,Historical
2012-11-01,135276.01,Historical
2012-12-01,145461.48,Historical
2013-01-01,127663.79,Historical
2013-02-01,125641.53,Historical
2013-03-01,132033.41,Historical
2013-04-01,121847.93,Historical
2013-05-01,122262.09,Historical
2013-06-01,136479.4,Historical
2013-07-01,151974.98,Historical
2013-08-01,128749.83,Historical
2013-09-01,118099.43,Historical
2013-10-01,110627,Historical
2013-11-01,118819.49,Historical
2013-12-01,131379.41,Historical
2014-01-01,173864.04,Historical
2014-02-01,152713.63,Historical
2014-03-01,175474.06,Historical
2014-04-01,160649.25,Historical
2014-05-01,313774.53,Historical
2014-06-01,256947.24,Historical
2014-07-01,223535.56,Historical
2014-08-01,199095.52,Historical
